home_id,timestamp,room_temperature_C,relative_humidity_pct
IDEAL_01,2024-01-10 12:30:00,18.64,52.73
IDEAL_01,2024-01-10 13:00:00,18.93,50.07
IDEAL_01,2024-01-10 13:30:00,18.34,52.39
IDEAL_01,2024-01-10 14:00:00,18.7,52.12
IDEAL_01,2024-01-10 14:30:00,19.51,51.68
IDEAL_01,2024-01-10 15:00:00,19.1,51.49
IDEAL_01,2024-01-10 15:30:00,18.83,51.5
IDEAL_01,2024-01-10 16:00:00,18.53,52.85
IDEAL_01,2024-01-10 16:30:00,18.74,52.5
IDEAL_01,2024-01-10 17:00:00,18.79,51.68
IDEAL_01,2024-01-10 17:30:00,18.89,49.39
IDEAL_01,2024-01-10 18:00:00,18.28,52.37
IDEAL_01,2024-01-10 18:30:00,18.98,52.72
IDEAL_01,2024-01-10 19:00:00,18.27,55.08
IDEAL_01,2024-01-10 19:30:00,19.36,53.24
IDEAL_01,2024-01-10 20:00:00,18.4,48.78
IDEAL_01,2024-01-10 20:30:00,18.83,51.75
IDEAL_01,2024-01-10 21:00:00,19.11,54.35
IDEAL_01,2024-01-10 21:30:00,18.61,52.57
IDEAL_01,2024-01-10 22:00:00,18.85,52.12
IDEAL_01,2024-01-10 22:30:00,19.28,52.98
IDEAL_01,2024-01-10 23:00:00,14.94,64.7
IDEAL_01,2024-01-10 23:30:00,14.85,66.35
IDEAL_01,2024-01-11 00:00:00,14.04,65.25
IDEAL_01,2024-01-11 00:30:00,14.34,65.6
IDEAL_01,2024-01-11 01:00:00,15.13,66.87
IDEAL_01,2024-01-11 01:30:00,14.94,64.24
IDEAL_01,2024-01-11 02:00:00,15.0,67.56
IDEAL_01,2024-01-11 02:30:00,14.96,65.0
IDEAL_01,2024-01-11 03:00:00,15.23,66.02
IDEAL_01,2024-01-11 03:30:00,14.61,63.53
IDEAL_01,2024-01-11 04:00:00,14.76,66.71
IDEAL_01,2024-01-11 04:30:00,14.3,67.8
IDEAL_01,2024-01-11 05:00:00,14.2,64.86
IDEAL_01,2024-01-11 05:30:00,14.05,63.97
IDEAL_01,2024-01-11 06:00:00,14.36,66.05
IDEAL_01,2024-01-11 06:30:00,15.33,67.81
IDEAL_01,2024-01-11 07:00:00,18.09,49.46
IDEAL_01,2024-01-11 07:30:00,18.59,49.97
IDEAL_01,2024-01-11 08:00:00,18.19,50.95
IDEAL_01,2024-01-11 08:30:00,18.47,50.4
IDEAL_01,2024-01-11 09:00:00,18.78,50.4
IDEAL_01,2024-01-11 09:30:00,18.43,48.49
IDEAL_01,2024-01-11 10:00:00,19.15,52.51
IDEAL_01,2024-01-11 10:30:00,19.32,52.14
IDEAL_01,2024-01-11 11:00:00,17.81,49.08
IDEAL_01,2024-01-11 11:30:00,18.44,53.82
IDEAL_01,2024-01-11 12:00:00,18.73,54.15
IDEAL_01,2024-01-11 12:30:00,19.16,50.5
IDEAL_01,2024-01-11 13:00:00,18.53,53.38
IDEAL_01,2024-01-11 13:30:00,18.7,50.77
IDEAL_01,2024-01-11 14:00:00,18.25,51.9
IDEAL_01,2024-01-11 14:30:00,18.1,50.38
IDEAL_01,2024-01-11 15:00:00,19.29,54.95
IDEAL_01,2024-01-11 15:30:00,17.98,51.19
IDEAL_01,2024-01-11 16:00:00,19.64,51.82
IDEAL_01,2024-01-11 16:30:00,19.0,50.6
IDEAL_01,2024-01-11 17:00:00,18.98,54.42
IDEAL_01,2024-01-11 17:30:00,18.94,54.46
IDEAL_01,2024-01-11 18:00:00,18.61,54.08
IDEAL_01,2024-01-11 18:30:00,18.87,53.07
IDEAL_01,2024-01-11 19:00:00,18.63,50.69
IDEAL_01,2024-01-11 19:30:00,18.93,52.87
IDEAL_01,2024-01-11 20:00:00,18.7,51.62
IDEAL_01,2024-01-11 20:30:00,18.33,53.6
IDEAL_01,2024-01-11 21:00:00,18.36,53.3
IDEAL_01,2024-01-11 21:30:00,18.32,50.66
IDEAL_01,2024-01-11 22:00:00,19.1,53.05
IDEAL_01,2024-01-11 22:30:00,18.46,52.65
IDEAL_01,2024-01-11 23:00:00,13.95,61.47
IDEAL_01,2024-01-11 23:30:00,14.87,66.83
IDEAL_01,2024-01-12 00:00:00,15.32,64.98
IDEAL_01,2024-01-12 00:30:00,15.02,64.3
IDEAL_01,2024-01-12 01:00:00,14.47,64.37
IDEAL_01,2024-01-12 01:30:00,14.08,65.43
IDEAL_01,2024-01-12 02:00:00,14.66,66.35
IDEAL_01,2024-01-12 02:30:00,14.65,63.58
IDEAL_01,2024-01-12 03:00:00,14.32,65.92
IDEAL_01,2024-01-12 03:30:00,14.93,66.5
IDEAL_01,2024-01-12 04:00:00,15.45,68.42
IDEAL_01,2024-01-12 04:30:00,14.8,64.02
IDEAL_01,2024-01-12 05:00:00,14.77,65.11
IDEAL_01,2024-01-12 05:30:00,14.33,66.02
IDEAL_01,2024-01-12 06:00:00,15.27,67.35
IDEAL_01,2024-01-12 06:30:00,14.68,65.17
IDEAL_01,2024-01-12 07:00:00,18.48,53.43
IDEAL_01,2024-01-12 07:30:00,18.74,48.72
IDEAL_01,2024-01-12 08:00:00,18.9,49.75
IDEAL_01,2024-01-12 08:30:00,18.77,52.15
IDEAL_01,2024-01-12 09:00:00,19.19,49.51
IDEAL_01,2024-01-12 09:30:00,18.86,49.87
IDEAL_01,2024-01-12 10:00:00,18.6,50.84
IDEAL_01,2024-01-12 10:30:00,18.87,52.79
IDEAL_01,2024-01-12 11:00:00,18.91,48.79
IDEAL_01,2024-01-12 11:30:00,18.19,51.89
IDEAL_01,2024-01-12 12:00:00,19.17,53.18
IDEAL_01,2024-01-12 12:30:00,18.59,51.34
IDEAL_01,2024-01-12 13:00:00,18.6,51.08
IDEAL_01,2024-01-12 13:30:00,19.01,52.23
IDEAL_01,2024-01-12 14:00:00,19.01,51.34
IDEAL_01,2024-01-12 14:30:00,18.43,53.72
IDEAL_01,2024-01-12 15:00:00,19.03,49.96
IDEAL_01,2024-01-12 15:30:00,18.49,51.55
IDEAL_01,2024-01-12 16:00:00,19.44,51.94
IDEAL_01,2024-01-12 16:30:00,18.38,51.06
IDEAL_01,2024-01-12 17:00:00,18.81,47.32
IDEAL_01,2024-01-12 17:30:00,18.4,51.39
IDEAL_01,2024-01-12 18:00:00,19.6,52.98
IDEAL_01,2024-01-12 18:30:00,18.21,52.8
IDEAL_01,2024-01-12 19:00:00,18.92,52.16
IDEAL_01,2024-01-12 19:30:00,18.42,49.98
IDEAL_01,2024-01-12 20:00:00,18.57,52.22
IDEAL_01,2024-01-12 20:30:00,18.89,50.77
IDEAL_01,2024-01-12 21:00:00,19.2,52.16
IDEAL_01,2024-01-12 21:30:00,19.36,51.81
IDEAL_01,2024-01-12 22:00:00,18.1,50.17
IDEAL_01,2024-01-12 22:30:00,18.82,50.29
IDEAL_01,2024-01-12 23:00:00,15.29,66.16
IDEAL_01,2024-01-12 23:30:00,14.04,65.3
IDEAL_01,2024-01-13 00:00:00,14.84,64.37
IDEAL_01,2024-01-13 00:30:00,14.71,64.25
IDEAL_01,2024-01-13 01:00:00,14.88,65.17
IDEAL_01,2024-01-13 01:30:00,14.4,67.98
IDEAL_01,2024-01-13 02:00:00,14.14,64.84
IDEAL_01,2024-01-13 02:30:00,13.94,65.61
IDEAL_01,2024-01-13 03:00:00,15.1,65.78
IDEAL_01,2024-01-13 03:30:00,15.15,63.93
IDEAL_01,2024-01-13 04:00:00,14.83,62.99
IDEAL_01,2024-01-13 04:30:00,14.5,64.09
IDEAL_01,2024-01-13 05:00:00,14.06,66.0
IDEAL_01,2024-01-13 05:30:00,14.94,65.76
IDEAL_01,2024-01-13 06:00:00,14.27,66.68
IDEAL_01,2024-01-13 06:30:00,14.43,65.78
IDEAL_01,2024-01-13 07:00:00,18.48,51.47
IDEAL_01,2024-01-13 07:30:00,18.63,50.72
IDEAL_01,2024-01-13 08:00:00,18.41,52.96
IDEAL_01,2024-01-13 08:30:00,18.72,50.25
IDEAL_01,2024-01-13 09:00:00,18.46,49.97
IDEAL_01,2024-01-13 09:30:00,18.99,52.48
IDEAL_01,2024-01-13 10:00:00,19.12,49.63
IDEAL_01,2024-01-13 10:30:00,18.75,55.25
IDEAL_01,2024-01-13 11:00:00,18.89,51.75
IDEAL_01,2024-01-13 11:30:00,19.56,52.15
IDEAL_01,2024-01-13 12:00:00,18.24,50.42
IDEAL_01,2024-01-13 12:30:00,18.22,51.16
IDEAL_01,2024-01-13 13:00:00,18.99,50.99
IDEAL_01,2024-01-13 13:30:00,19.49,50.82
IDEAL_01,2024-01-13 14:00:00,18.61,52.58
IDEAL_01,2024-01-13 14:30:00,19.4,50.96
IDEAL_01,2024-01-13 15:00:00,18.75,53.16
IDEAL_01,2024-01-13 15:30:00,18.44,55.63
IDEAL_01,2024-01-13 16:00:00,18.31,51.19
IDEAL_01,2024-01-13 16:30:00,18.96,51.86
IDEAL_01,2024-01-13 17:00:00,18.34,52.2
IDEAL_01,2024-01-13 17:30:00,18.74,54.35
IDEAL_01,2024-01-13 18:00:00,19.34,51.51
IDEAL_01,2024-01-13 18:30:00,18.59,50.39
IDEAL_01,2024-01-13 19:00:00,19.24,49.73
IDEAL_01,2024-01-13 19:30:00,18.22,51.54
IDEAL_01,2024-01-13 20:00:00,18.5,50.96
IDEAL_01,2024-01-13 20:30:00,18.15,54.65
IDEAL_01,2024-01-13 21:00:00,18.74,54.29
IDEAL_01,2024-01-13 21:30:00,19.02,50.08
IDEAL_01,2024-01-13 22:00:00,18.74,50.56
IDEAL_01,2024-01-13 22:30:00,19.2,51.74
IDEAL_01,2024-01-13 23:00:00,14.41,67.73
IDEAL_01,2024-01-13 23:30:00,14.8,65.72
IDEAL_01,2024-01-14 00:00:00,14.5,64.66
IDEAL_01,2024-01-14 00:30:00,14.85,65.54
IDEAL_01,2024-01-14 01:00:00,14.91,64.69
IDEAL_01,2024-01-14 01:30:00,14.94,66.53
IDEAL_01,2024-01-14 02:00:00,14.28,64.57
IDEAL_01,2024-01-14 02:30:00,14.35,64.87
IDEAL_01,2024-01-14 03:00:00,14.43,67.37
IDEAL_01,2024-01-14 03:30:00,14.61,64.48
IDEAL_01,2024-01-14 04:00:00,14.74,63.46
IDEAL_01,2024-01-14 04:30:00,14.99,65.77
IDEAL_01,2024-01-14 05:00:00,14.37,65.09
IDEAL_01,2024-01-14 05:30:00,14.07,66.4
IDEAL_01,2024-01-14 06:00:00,15.57,66.11
IDEAL_01,2024-01-14 06:30:00,14.26,65.58
IDEAL_01,2024-01-14 07:00:00,19.04,51.54
IDEAL_01,2024-01-14 07:30:00,18.72,50.53
IDEAL_01,2024-01-14 08:00:00,18.81,51.76
IDEAL_01,2024-01-14 08:30:00,18.71,52.95
IDEAL_01,2024-01-14 09:00:00,18.56,50.17
IDEAL_01,2024-01-14 09:30:00,18.9,51.62
IDEAL_01,2024-01-14 10:00:00,18.53,53.19
IDEAL_01,2024-01-14 10:30:00,19.18,52.39
IDEAL_01,2024-01-14 11:00:00,18.94,53.59
IDEAL_01,2024-01-14 11:30:00,18.95,50.78
IDEAL_01,2024-01-14 12:00:00,18.51,48.88
IDEAL_01,2024-01-14 12:30:00,18.62,51.93
IDEAL_01,2024-01-14 13:00:00,18.23,52.17
IDEAL_01,2024-01-14 13:30:00,18.57,53.68
IDEAL_01,2024-01-14 14:00:00,18.3,53.41
IDEAL_01,2024-01-14 14:30:00,19.24,52.44
IDEAL_01,2024-01-14 15:00:00,18.73,52.78
IDEAL_01,2024-01-14 15:30:00,18.78,51.34
IDEAL_01,2024-01-14 16:00:00,18.62,49.8
IDEAL_01,2024-01-14 16:30:00,18.79,51.81
IDEAL_01,2024-01-14 17:00:00,19.7,53.1
IDEAL_01,2024-01-14 17:30:00,18.59,52.62
IDEAL_01,2024-01-14 18:00:00,18.45,52.88
IDEAL_01,2024-01-14 18:30:00,18.92,50.99
IDEAL_01,2024-01-14 19:00:00,17.7,51.23
IDEAL_01,2024-01-14 19:30:00,18.74,52.36
IDEAL_01,2024-01-14 20:00:00,18.56,50.81
IDEAL_01,2024-01-14 20:30:00,18.31,50.86
IDEAL_01,2024-01-14 21:00:00,18.91,52.08
IDEAL_01,2024-01-14 21:30:00,18.73,52.77
IDEAL_01,2024-01-14 22:00:00,17.99,51.33
IDEAL_01,2024-01-14 22:30:00,18.45,49.89
IDEAL_01,2024-01-14 23:00:00,13.55,64.53
IDEAL_01,2024-01-14 23:30:00,14.83,65.94
IDEAL_02,2024-01-08 00:00:00,16.47,73.36
IDEAL_02,2024-01-08 00:30:00,16.27,73.72
IDEAL_02,2024-01-08 01:00:00,16.37,76.24
IDEAL_02,2024-01-08 01:30:00,16.25,74.06
IDEAL_02,2024-01-08 02:00:00,16.72,73.79
IDEAL_02,2024-01-08 02:30:00,16.84,74.18
IDEAL_02,2024-01-08 03:00:00,15.79,73.81
IDEAL_02,2024-01-08 03:30:00,16.16,72.99
IDEAL_02,2024-01-08 04:00:00,16.28,72.56
IDEAL_02,2024-01-08 04:30:00,16.16,72.91
IDEAL_02,2024-01-08 05:00:00,16.98,75.36
IDEAL_02,2024-01-08 05:30:00,16.35,73.11
IDEAL_02,2024-01-08 06:00:00,15.94,73.82
IDEAL_02,2024-01-08 06:30:00,16.5,75.11
IDEAL_02,2024-01-08 07:00:00,20.37,59.64
IDEAL_02,2024-01-08 07:30:00,20.39,61.0
IDEAL_02,2024-01-08 08:00:00,20.99,57.74
IDEAL_02,2024-01-08 08:30:00,20.41,59.86
IDEAL_02,2024-01-08 09:00:00,20.14,60.17
IDEAL_02,2024-01-08 09:30:00,19.48,60.09
IDEAL_02,2024-01-08 10:00:00,20.2,57.57
IDEAL_02,2024-01-08 10:30:00,20.79,61.86
IDEAL_02,2024-01-08 11:00:00,20.23,58.77
IDEAL_02,2024-01-08 11:30:00,19.37,60.56
IDEAL_02,2024-01-08 12:00:00,20.07,60.07
IDEAL_02,2024-01-08 12:30:00,20.66,61.56
IDEAL_02,2024-01-08 13:00:00,20.48,63.34
IDEAL_02,2024-01-08 13:30:00,19.93,58.12
IDEAL_02,2024-01-08 14:00:00,20.04,59.08
IDEAL_02,2024-01-08 14:30:00,20.1,60.34
IDEAL_02,2024-01-08 15:00:00,20.0,58.4
IDEAL_02,2024-01-08 15:30:00,19.45,61.23
IDEAL_02,2024-01-08 16:00:00,20.57,61.32
IDEAL_02,2024-01-08 16:30:00,20.77,60.89
IDEAL_02,2024-01-08 17:00:00,19.66,60.41
IDEAL_02,2024-01-08 17:30:00,20.76,62.11
IDEAL_02,2024-01-08 18:00:00,20.22,58.32
IDEAL_02,2024-01-08 18:30:00,20.75,60.15
IDEAL_02,2024-01-08 19:00:00,20.28,58.95
IDEAL_02,2024-01-08 19:30:00,20.32,61.39
IDEAL_02,2024-01-08 20:00:00,20.41,57.3
IDEAL_02,2024-01-08 20:30:00,19.95,60.01
IDEAL_02,2024-01-08 21:00:00,20.74,60.56
IDEAL_02,2024-01-08 21:30:00,19.82,58.63
IDEAL_02,2024-01-08 22:00:00,20.1,59.11
IDEAL_02,2024-01-08 22:30:00,20.47,60.08
IDEAL_02,2024-01-08 23:00:00,16.06,75.49
IDEAL_02,2024-01-08 23:30:00,16.58,72.5
IDEAL_02,2024-01-09 00:00:00,16.82,72.77
IDEAL_02,2024-01-09 00:30:00,16.67,75.74
IDEAL_02,2024-01-09 01:00:00,15.49,73.64
IDEAL_02,2024-01-09 01:30:00,16.32,72.89
IDEAL_02,2024-01-09 02:00:00,16.68,75.15
IDEAL_02,2024-01-09 02:30:00,15.74,73.32
IDEAL_02,2024-01-09 03:00:00,16.55,75.6
IDEAL_02,2024-01-09 03:30:00,16.53,73.06
IDEAL_02,2024-01-09 04:00:00,15.78,73.81
IDEAL_02,2024-01-09 04:30:00,16.6,75.47
IDEAL_02,2024-01-09 05:00:00,16.37,73.71
IDEAL_02,2024-01-09 05:30:00,16.52,75.19
IDEAL_02,2024-01-09 06:00:00,15.88,73.96
IDEAL_02,2024-01-09 06:30:00,16.32,77.03
IDEAL_02,2024-01-09 07:00:00,19.58,62.41
IDEAL_02,2024-01-09 07:30:00,19.35,58.06
IDEAL_02,2024-01-09 08:00:00,20.32,60.84
IDEAL_02,2024-01-09 08:30:00,20.71,58.83
IDEAL_02,2024-01-09 09:00:00,20.37,60.34
IDEAL_02,2024-01-09 09:30:00,20.24,60.16
IDEAL_02,2024-01-09 10:00:00,20.19,58.47
IDEAL_02,2024-01-09 10:30:00,19.89,61.64
IDEAL_02,2024-01-09 11:00:00,20.18,60.36
IDEAL_02,2024-01-09 11:30:00,20.43,59.63
IDEAL_02,2024-01-09 12:00:00,20.09,59.4
IDEAL_02,2024-01-09 12:30:00,20.57,60.26
IDEAL_02,2024-01-09 13:00:00,20.34,60.67
IDEAL_02,2024-01-09 13:30:00,20.39,59.87
IDEAL_02,2024-01-09 14:00:00,20.62,55.81
IDEAL_02,2024-01-09 14:30:00,20.05,60.08
IDEAL_02,2024-01-09 15:00:00,20.53,57.89
IDEAL_02,2024-01-09 15:30:00,20.11,59.74
IDEAL_02,2024-01-09 16:00:00,20.4,57.95
IDEAL_02,2024-01-09 16:30:00,20.01,57.93
IDEAL_02,2024-01-09 17:00:00,19.9,61.91
IDEAL_02,2024-01-09 17:30:00,20.3,59.57
IDEAL_02,2024-01-09 18:00:00,19.51,59.46
IDEAL_02,2024-01-09 18:30:00,20.15,60.78
IDEAL_02,2024-01-09 19:00:00,19.62,59.5
IDEAL_02,2024-01-09 19:30:00,20.58,63.21
IDEAL_02,2024-01-09 20:00:00,20.68,59.64
IDEAL_02,2024-01-09 20:30:00,19.92,60.6
IDEAL_02,2024-01-09 21:00:00,20.44,61.51
IDEAL_02,2024-01-09 21:30:00,20.62,62.46
IDEAL_02,2024-01-09 22:00:00,20.63,58.94
IDEAL_02,2024-01-09 22:30:00,20.35,59.43
IDEAL_02,2024-01-09 23:00:00,16.56,75.97
IDEAL_02,2024-01-09 23:30:00,16.01,75.27
IDEAL_02,2024-01-10 00:00:00,16.3,75.67
IDEAL_02,2024-01-10 00:30:00,16.08,72.0
IDEAL_02,2024-01-10 01:00:00,15.97,76.38
IDEAL_02,2024-01-10 01:30:00,16.28,72.91
IDEAL_02,2024-01-10 02:00:00,16.4,74.34
IDEAL_02,2024-01-10 02:30:00,16.73,73.83
IDEAL_02,2024-01-10 03:00:00,16.37,72.74
IDEAL_02,2024-01-10 03:30:00,16.52,71.94
IDEAL_02,2024-01-10 04:00:00,16.53,71.44
IDEAL_02,2024-01-10 04:30:00,17.34,74.23
IDEAL_02,2024-01-10 05:00:00,15.54,71.77
IDEAL_02,2024-01-10 05:30:00,15.99,72.35
IDEAL_02,2024-01-10 06:00:00,16.85,73.73
IDEAL_02,2024-01-10 06:30:00,16.12,70.1
IDEAL_02,2024-01-10 07:00:00,20.62,61.22
IDEAL_02,2024-01-10 07:30:00,20.36,56.44
IDEAL_02,2024-01-10 08:00:00,21.11,59.94
IDEAL_02,2024-01-10 08:30:00,19.82,60.08
IDEAL_02,2024-01-10 09:00:00,20.75,60.86
IDEAL_02,2024-01-10 09:30:00,20.96,59.99
IDEAL_02,2024-01-10 10:00:00,19.86,63.08
IDEAL_02,2024-01-10 10:30:00,20.58,60.38
IDEAL_02,2024-01-10 11:00:00,19.88,61.63
IDEAL_02,2024-01-10 11:30:00,20.28,58.97
IDEAL_02,2024-01-10 12:00:00,20.16,60.24
IDEAL_02,2024-01-10 12:30:00,19.3,62.38
IDEAL_02,2024-01-10 13:00:00,20.43,59.7
IDEAL_02,2024-01-10 13:30:00,20.32,60.34
IDEAL_02,2024-01-10 14:00:00,20.86,61.53
IDEAL_02,2024-01-10 14:30:00,20.51,58.94
IDEAL_02,2024-01-10 15:00:00,21.18,56.81
IDEAL_02,2024-01-10 15:30:00,20.31,60.44
IDEAL_02,2024-01-10 16:00:00,20.22,61.54
IDEAL_02,2024-01-10 16:30:00,20.19,58.03
IDEAL_02,2024-01-10 17:00:00,20.09,61.06
IDEAL_02,2024-01-10 17:30:00,19.38,61.07
IDEAL_02,2024-01-10 18:00:00,20.18,56.64
IDEAL_02,2024-01-10 18:30:00,19.44,58.65
IDEAL_02,2024-01-10 19:00:00,20.45,59.46
IDEAL_02,2024-01-10 19:30:00,19.77,59.78
IDEAL_02,2024-01-10 20:00:00,19.91,58.94
IDEAL_02,2024-01-10 20:30:00,20.0,58.86
IDEAL_02,2024-01-10 21:00:00,20.18,62.56
IDEAL_02,2024-01-10 21:30:00,20.27,59.89
IDEAL_02,2024-01-10 22:00:00,20.7,59.01
IDEAL_02,2024-01-10 22:30:00,20.03,59.99
IDEAL_02,2024-01-10 23:00:00,16.46,74.86
IDEAL_02,2024-01-10 23:30:00,17.36,74.13
